,English,Santali
131725842,Adding support products to your skin care business will promote your main product and increase your potential revenue.,ᱟᱢᱟᱜ ᱥᱠᱤᱱᱠᱮᱭᱟᱨ ᱨᱮᱭᱟᱜ ᱵᱟᱹᱱᱤᱡᱽ ᱨᱮ ᱜᱚᱲᱚᱣᱟᱱ ᱫᱩᱨᱤᱵᱽ ᱥᱮᱞᱮᱫ ᱟᱱ ᱢᱩᱬᱩᱫ ᱫᱩᱨᱤᱵᱽ ᱨᱮᱭᱟᱜ ᱯᱟᱥᱱᱟᱣ ᱟᱨ ᱯᱟᱞᱮᱱ ᱟᱢᱟᱜ ᱟᱹᱠᱷᱨᱤᱧ ᱟᱱᱟᱜ ᱨᱚᱡᱽᱜᱟᱨᱮ ᱵᱟᱹᱲᱛᱤᱭᱟ᱾
131735842,"After the Battle of Buxar in 1764, the British East India Company obtained the Diwani rights for Bihar, Bengal, and Odisha.","᱑᱗᱖᱔ ᱥᱟᱦᱤᱛ ᱨᱮ ᱵᱚᱠᱥᱟᱨ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱲᱟᱹᱭ ᱛᱟᱭᱚᱢ, ᱵᱨᱤᱴᱤᱥ ᱤᱥᱴ ᱤᱱᱰᱤᱭᱟᱹ ᱠᱳᱢᱯᱟᱱᱤ ᱫᱚ ᱵᱤᱦᱟᱨ, ᱵᱟᱝᱟᱞ ᱟᱨ ᱩᱰᱤᱥᱟ ᱨᱮᱭᱟᱜ ᱫᱤᱣᱟᱱᱤ ᱟᱹᱭᱫᱷᱟᱹᱨ ᱠᱚ ᱦᱟᱢᱮᱴ ᱞᱮᱫᱟ᱾"
131745842,An implementation plan is to be finalised by October.,ᱚᱠᱴᱳᱵᱚᱨ ᱦᱟᱹᱵᱤᱡ ᱠᱟᱹᱢᱤᱠᱚ ᱨᱮᱱᱟᱜ ᱠᱟᱹᱢᱤᱯᱩᱨᱟᱹᱣ ᱨᱮᱱᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱦᱩᱫᱤᱥᱜᱚᱴᱟ ᱫᱚ ᱢᱩᱪᱟᱹᱫ ᱨᱩᱯ ᱠᱚ ᱮᱢᱟ᱾
131755842,Bhogi is the first day of the four-day festival.,ᱵᱷᱳᱜᱤ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱩᱱ ᱫᱤᱱ ᱫᱷᱩᱨᱤᱭᱟᱹ ᱯᱚᱨᱚᱵ ᱨᱮᱭᱟᱜ ᱯᱟᱹᱦᱤᱞ ᱢᱟᱦᱟ ᱾
131765842,"Bose visited the islands during the war and renamed them as ""Shaheed-Dweep"" (Martyr Island) and ""Swaraj-dweep"" (Self-rule Island).","ᱵᱳᱥ ᱫᱚ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱚᱠᱛᱮ ᱰᱷᱤᱯ ᱠᱤᱱᱮ ᱦᱤᱨᱤ ᱞᱮᱫᱟ ᱟᱨ ᱚᱱᱟ ᱠᱤᱱ ᱫᱚ ""ᱥᱚᱦᱤᱫᱽᱼᱫᱤᱯ"" ᱟᱨ ""ᱥᱚᱨᱟᱡᱽᱼᱫᱤᱯ"" ᱢᱮᱱᱛᱮᱭ ᱧᱩᱛᱩᱢ ᱞᱮᱫᱟ᱾"
131775842,Cultures are not often taken or needed as most cases resolve either with time or typical antibiotics.,ᱫᱤᱱᱟᱹᱢ ᱫᱚ ᱵᱤᱰᱟᱶ ᱵᱟᱝ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱥᱮ ᱚᱱᱟ ᱨᱮᱱᱟᱜ ᱞᱟᱹᱠᱛᱤ ᱵᱟᱝ ᱦᱩᱭᱩᱜ ᱟ ᱪᱮᱫᱟᱜ ᱥᱮ ᱟᱹᱰᱤᱜᱟᱱ ᱢᱟᱢᱞᱟ ᱚᱠᱛᱚ ᱨᱮ ᱥᱮ ᱮᱢᱱᱤ ᱮᱱᱴᱤᱵᱟᱭᱳᱴᱤᱠ ᱨᱟᱱ ᱥᱟᱞᱟᱜ ᱛᱚᱨᱟᱣ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ᱾
131785842,Do your best to adjust your budget to make some room for savings.,ᱛᱷᱚᱲᱟ ᱡᱚᱜᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱢᱟᱜ ᱵᱟᱡᱮᱴ ᱨᱮ ᱵᱮᱞᱮᱱᱥ ᱫᱚᱦᱚ ᱨᱮᱭᱟᱜ ᱠᱩᱨᱩᱢᱩᱴᱩᱭ ᱢᱮ ᱾
131795842,"During the last years of the war, Kamaraj was requested by Nehru, Sardar Vallabhbhai Patel, and Maulana Abul Kalam Azad to make Rajagopalachari the Premier of Madras Presidency.","ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱨᱢᱟ ᱠᱚᱨᱮ, ᱠᱟᱢᱨᱟᱡᱽ ᱫᱚ ᱱᱮᱦᱮᱨᱩ, ᱥᱚᱨᱫᱟᱨ ᱵᱚᱞᱞᱚᱵᱽᱵᱷᱟᱭ ᱯᱮᱴᱮᱞ ᱟᱨ ᱢᱳᱣᱞᱟᱱᱟ ᱟᱵᱩᱞ ᱠᱟᱞᱟᱢ ᱟᱡᱟᱫᱽ ᱨᱟᱡᱟᱜᱳᱯᱟᱞᱪᱟᱨᱤ ᱫᱚ ᱢᱟᱫᱽᱨᱟᱡᱽ ᱯᱮᱨᱮᱥᱤᱰᱮᱱᱥᱤ ᱨᱮ ᱯᱨᱤᱢᱤᱭᱟᱨ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱜᱤᱫᱼᱮ ᱱᱮᱸᱦᱚᱨ ᱞᱮᱫᱟᱭ ᱾"
131805842,"Following this, he embarked on an acting career, making his film debut with Badmaash Company.","ᱱᱚᱶᱟ ᱛᱟᱭᱚᱢ, ᱩᱱᱤᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱯᱟᱴᱷ ᱡᱤᱭᱚᱱ ᱮᱦᱚᱵ ᱞᱮᱫᱟᱭ, ᱟᱨ ᱵᱚᱫᱢᱟᱥ ᱠᱚᱢᱯᱟᱹᱢᱤ ᱛᱟᱞᱟᱛᱮ ᱟᱯᱲᱮᱛᱮᱭ ᱥᱚᱫᱚᱨ ᱞᱮᱫᱟ ᱾"
131815842,He was last seen wearing a No. 3 Dwayne Wade Miami Heat jersey with red shorts.,ᱟᱨᱟᱜ ᱥᱚᱨᱴᱥ ᱥᱟᱶᱛᱮ ᱓ ᱟᱱᱟᱜ ᱰᱳᱭᱮᱭᱤᱱ ᱳᱭᱮᱰ ᱢᱤᱭᱟᱢᱤ ᱦᱤᱴ ᱡᱟᱹᱨᱥᱤ ᱦᱚᱨᱚᱜ ᱚᱠᱛᱚᱨᱮ ᱩᱱᱤ ᱢᱩᱪᱟᱹᱫ ᱫᱷᱟᱣ ᱧᱮᱞ ᱞᱮᱱᱟᱭ ᱾
131825842,"For example, track all of your gross income each month.","ᱫᱟᱹᱭᱠᱟᱹ ᱥᱟᱞᱟᱜ , ᱡᱟᱶ ᱪᱟᱸᱫᱳᱜᱮ ᱟᱢᱟᱜ ᱰᱷᱮᱨ ᱨᱳᱡᱽᱜᱟᱨ ᱥᱟᱱᱟᱢᱟᱜ ᱜᱮ ᱴᱨᱮᱠ ᱢᱮ ᱾"
131835842,"For the most part, the ""playing area"" is where the majority of play occurs.","ᱡᱟᱹᱥᱛᱤ ᱦᱟᱹᱴᱤᱧ ᱦᱩᱰᱟᱹᱨᱮ, ""ᱠᱷᱮᱞ ᱠᱷᱮᱛᱛᱚᱨᱚ"" ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱡᱟᱸᱦᱟᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱦᱟᱹᱴᱤᱧ ᱠᱷᱮᱞ ᱦᱳᱭᱳᱜᱼᱟ ᱾"
131845842,Free medicines were also distributed to the needy.,ᱨᱮᱜᱮᱸᱡ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱵᱮᱜᱚᱨ ᱫᱟᱢᱛᱮ ᱨᱟᱱ ᱠᱚ ᱵᱤᱞᱦᱟᱹᱣᱟ ᱾
131855842,Gandhi stayed at Birla's home in New Delhi during the last four months of his life.,ᱜᱟᱱᱫᱷᱤ ᱟᱭᱟᱜ ᱡᱤᱭᱚᱱ ᱨᱮᱱᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱯᱳᱱ ᱪᱟᱸᱫᱳ ᱱᱟᱶᱟ ᱫᱤᱞᱞᱤ ᱨᱮ ᱵᱤᱲᱞᱟᱣᱟᱜ ᱚᱲᱟᱜ ᱨᱮᱭ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱾
131865842,"Generally, kids up to 12 years old receive presents.",ᱥᱟᱫᱷᱟᱨᱚᱱ ᱞᱮᱠᱟᱛᱮ ᱒᱑ ᱥᱟᱞ ᱦᱟᱹᱵᱤᱡ ᱨᱤᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱫᱚ ᱥᱟᱸᱫᱮᱥ ᱠᱚ ᱧᱟᱢᱟ ᱾
131875842,"Generally, you can file the petition by stopping into court and asking to file.","ᱥᱟᱫᱷᱟᱨᱚᱱ ᱞᱮᱠᱟᱛᱮ, ᱟᱢ ᱟᱫᱟᱞᱚᱛ ᱨᱮ ᱛᱷᱤᱨᱵ ᱠᱟᱛᱮ ᱯᱤᱴᱤᱥᱚᱱ ᱯᱷᱟᱭᱤᱞ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ ᱟᱨ ᱯᱷᱟᱭᱤᱞ ᱠᱚ ᱢᱮᱱᱟ᱾"
131885842,Goan Catholics are fond of social gatherings and Tiatr or Teatro.,ᱜᱳᱣᱟᱱ ᱠᱮᱛᱷᱚᱞᱤᱠ ᱠᱚᱫᱚ ᱥᱟᱶᱛᱟ ᱟᱹᱨᱤ ᱥᱮᱱᱮᱞᱮᱫ ᱟᱨ ᱛᱤᱭᱟᱛᱛᱨᱚ ᱥᱮ ᱛᱮᱛᱛᱨᱳ ᱠᱚ ᱠᱩᱥᱤᱭᱟᱜᱼᱟ ᱾
131895842,"God, the protector and sustainer of all, has given thee to me.","ᱥᱟᱱᱟᱢ ᱠᱚᱨᱮᱱ ᱨᱩᱠᱷᱤᱭᱟᱹᱣᱤᱡ ᱟᱨ ᱞᱟᱞᱚᱱ ᱯᱟᱞᱚᱱ ᱨᱮᱱ, ᱪᱟᱸᱫᱳ ᱵᱚᱸᱜᱟ ᱟᱢᱫᱚ ᱤᱧᱮ ᱮᱢ ᱟᱠᱟᱫ ᱢᱮᱭᱟ ᱾"
131905842,Gujarat has 13 state universities and four agricultural universities.,ᱜᱩᱡᱨᱟᱴ ᱨᱮ ᱑᱓ ᱜᱚᱴᱟᱝ ᱯᱚᱱᱚᱛ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱽᱟᱜᱟᱲ ᱟᱨ ᱔ ᱜᱚᱴᱟᱝ ᱠᱨᱤᱥᱤ ᱡᱮᱜᱮᱫᱵᱤᱨᱫᱽᱟᱜᱟᱲ ᱢᱮᱱᱟᱜᱼᱟ ᱾
131915842,Gujarat records highest decadal agricultural growth rate of 10.97%.,ᱜᱩᱡᱨᱟᱴ ᱜᱮᱞ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱑᱐ᱹ᱙᱗ ᱪᱟᱥ ᱵᱟᱹᱲᱛᱤ ᱨᱮᱭᱟᱜ ᱦᱟᱨ ᱮ ᱨᱮᱠᱚᱨᱰ ᱞᱮᱫᱟ ᱾
131925842,"Gujarati people keenly await this festival to fly kites, called 'patang'.",ᱜᱩᱡᱨᱟᱹᱛᱤ ᱠᱚ ᱱᱚᱶᱟ ᱯᱚᱨᱚᱵ ᱨᱮ 'ᱯᱚᱛᱚᱝ' ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢ ᱜᱷᱩᱨᱰᱤ ᱩᱰᱟᱹᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱰᱤ ᱡᱚᱦᱚᱲ ᱠᱚ ᱛᱟᱸᱜᱤ ᱠᱟᱜᱼᱟ ᱾
131935842,"Hashed passwords are encrypted, and as per Zomato, every password had a different ""salt"", for cryptographic, salting was performed before hashing the original password.","ᱦᱮᱥᱮᱰ ᱯᱟᱥᱣᱟᱰ ᱮᱱᱠᱨᱤᱮᱴᱮᱰ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ, ᱟᱨ ᱡᱳᱢᱮᱴᱳ ᱟᱹᱲᱟ ᱨᱮ, ᱢᱤᱢᱤᱫ ᱯᱟᱥᱣᱚᱰ ᱨᱮ ᱢᱤᱫ ᱡᱩᱫᱟᱹ ""ᱧᱩᱛᱩᱢ"" ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ, ᱥᱤᱯᱷᱚᱨᱴᱮᱠᱴ ᱞᱟᱹᱜᱤᱫ, ᱢᱩᱞ ᱯᱟᱥᱣᱚᱨᱰ ᱠᱚ ᱦᱮᱸᱥ ᱠᱚᱨᱟᱣ ᱢᱟᱲᱟᱝ ᱱᱚᱢᱠᱤᱱ ᱫᱟᱲᱮᱭᱟᱜ ᱟ ᱾"
131945842,Have an honest conversation with your insurance agent in order to get the best results possible.,ᱱᱟᱯᱟᱭ ᱚᱨᱡᱚ ᱧᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱢᱤᱡ ᱵᱤᱢᱟ ᱮᱡᱮᱱᱴ ᱥᱟᱞᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱥᱚᱛᱼᱟᱱ ᱜᱟᱞᱢᱟᱨᱟᱣ ᱢᱮ ᱾
131955842,He began his acting career with Delhi theatre.,ᱩᱱᱤᱫᱚ ᱫᱤᱞᱞᱤ ᱨᱮᱭᱟᱜ ᱛᱷᱤᱭᱮᱴᱟᱨ ᱨᱮᱭᱟᱜ ᱛᱤ ᱥᱟᱵᱽ ᱠᱟᱛᱮᱜ ᱯᱟᱴ ᱨᱮᱭᱟᱫ ᱡᱤᱭᱚᱱ ᱮ ᱮᱦᱚᱵ ᱞᱮᱫᱟᱭ ᱾
131965842,He did over 110 films and over 500 broadcast television serial episodes.,ᱩᱱᱤ ᱫᱚ ᱑᱑᱐ ᱜᱚᱴᱟᱝ ᱵᱟᱲᱛᱤ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱟᱨ ᱕᱐᱐ ᱜᱚᱴᱟᱝ ᱠᱷᱚᱱ ᱵᱟᱲᱛᱤ ᱯᱟᱥᱱᱟᱣ ᱴᱮᱞᱤᱵᱷᱤᱥᱚᱱ ᱥᱤᱨᱤᱭᱟᱞ ᱦᱟᱴᱤᱧ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟ ᱠᱚ ᱾
131975842,He had won Silver Medal in 2020 Tokyo Olympics for India.,ᱩᱱᱤ ᱒᱐᱒᱐ ᱴᱳᱠᱤᱭᱳ ᱳᱞᱤᱢᱯᱤᱠ ᱨᱮ ᱨᱩᱯᱟᱹ ᱯᱚᱫᱚᱠ ᱮ ᱡᱤᱛᱟᱹᱣ ᱞᱮᱱ ᱛᱟᱸᱦᱮᱫ ᱾
131985842,He has acted in a number of Punjabi films.,ᱩᱱᱤᱫᱚ ᱟᱭᱢᱟᱜᱟᱱ ᱯᱟᱧᱡᱟᱵᱤ ᱪᱤᱛᱟᱹᱨ ᱨᱮᱸᱦᱚ ᱚᱵᱷᱤᱱᱚᱭ ᱞᱮᱫᱟᱭ ᱾
131995842,He made his debut with Kalidasu in 2008.,ᱩᱱᱤ ᱒᱐᱐᱘ ᱥᱟᱞ ᱨᱮ ᱠᱟᱞᱤᱫᱟᱥᱩ ᱛᱟᱞᱟᱛᱮᱭ ᱩᱫᱩᱜ ᱥᱚᱫᱚᱨ ᱞᱮᱱᱟᱭ ᱾
132005842,"He started off as a junior film artist in the industry playing small roles, before he got his big break in Duniya.",ᱩᱱᱤᱫᱚ ᱫᱩᱱᱤᱭᱟᱹ ᱨᱮ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱᱟᱜ ᱢᱟᱨᱟᱝ ᱵᱨᱮᱠ ᱧᱟᱢ ᱞᱟᱦᱟ ᱤᱱᱰᱟᱥᱴᱨᱤᱨᱮ ᱠᱟᱹᱴᱤᱡ ᱪᱩᱨᱤᱛ ᱨᱮ ᱚᱵᱷᱤᱱᱚᱭ ᱛᱟᱞᱟᱛᱮ ᱢᱤᱫ ᱦᱩᱰᱤᱧ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱹᱨᱤ ᱞᱮᱠᱟᱛᱮ ᱠᱟᱹᱢᱤᱭ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟ ᱾
132015842,He was an established actor of the 1970s and received two Filmfare Award nominations.,ᱩᱱᱤᱫᱚ ᱑᱙᱗᱐ ᱜᱮᱞᱟᱝᱨᱮ ᱢᱤᱫ ᱧᱩᱢᱩᱨᱩᱢ ᱚᱵᱷᱤᱱᱮᱛᱟ ᱟᱨ ᱵᱟᱨᱭᱟ ᱯᱷᱤᱞᱤᱢᱯᱷᱮᱭᱟᱨ ᱥᱤᱨᱯᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱪᱷᱱᱟᱶ ᱞᱮᱱᱟᱭ ᱾
132025842,He was associated with Mahatma Gandhi in the Indian independence movement.,ᱵᱷᱟᱨᱚᱛ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱨᱮᱭᱟᱜ ᱟᱸᱫᱳᱲ ᱨᱮ ᱩᱱᱤᱫᱚ ᱢᱚᱦᱟᱛᱢᱟ ᱜᱟᱱᱫᱷᱤ ᱥᱟᱶ ᱮ ᱥᱮᱞᱮᱫ ᱞᱮᱱᱟ ᱾
132035842,He was nominated as most promising male actor by Times in 2012.,᱒᱐᱑᱒ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱴᱟᱭᱤᱢᱥ ᱫᱟᱨᱟᱭᱛᱮ ᱩᱱᱤ ᱫᱚ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱟᱥᱟᱣᱟᱱ ᱠᱚᱲᱟ ᱯᱟᱴᱷᱚᱠᱤᱭᱟ ᱞᱮᱠᱟᱛᱮ ᱵᱟᱪᱷᱟᱣ ᱞᱮᱱᱟᱭ ᱾
132045842,He was one of the pioneers and most prolific contributors to Kannada theatre.,ᱩᱱᱤ ᱫᱚ ᱠᱚᱱᱱᱚᱲ ᱨᱚᱸᱜᱤᱱᱟᱠᱷᱲᱟ ᱞᱟᱦᱟᱣᱟᱱ ᱟᱨ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱮᱱᱮᱢᱦᱚᱲᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾
132055842,"Hence, she was blessed with Luv and Kush as their sons.","ᱚᱱᱟᱛᱮ, ᱩᱱᱤᱫᱚ ᱞᱚᱵᱽ ᱟᱨ ᱠᱩᱥ ᱫᱚ ᱩᱱᱤᱨᱮᱱ ᱜᱤᱫᱽᱨᱟᱹ ᱨᱩᱯ ᱛᱮ ᱧᱟᱢ ᱨᱮᱭᱟᱜ ᱛᱷᱩᱢᱮ ᱧᱟᱢ ᱞᱮᱫᱟ ᱾"
132065842,"Hence, this particular day has been officially declared as a Restricted Holiday by the Assam government.",ᱚᱱᱟᱛᱮ ᱚᱱᱟ ᱠᱷᱟᱥ ᱫᱤᱱ ᱫᱚ ᱟᱥᱟᱢ ᱥᱚᱨᱠᱟᱨ ᱫᱟᱨᱟᱭ ᱛᱮ ᱥᱚᱨᱠᱟᱨᱤ ᱞᱮᱠᱟᱛᱮ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱪᱷᱩᱴᱤ ᱠᱚ ᱞᱟᱹᱭ ᱥᱚᱫᱚᱨ ᱟᱠᱟᱫᱟ ᱾
132075842,"Her other films include Googly, Ala Modalaindi, Tirupati Express, Belli, Minchagi Nee Baralu, Shaadi Mein Zaroor Aana, and Karwaan, Housefull 4 and Trish.","ᱟᱭᱟᱜ ᱮᱴᱟᱜ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱠᱚ ᱛᱟᱞᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱜᱩᱜᱽᱞᱤ, ᱟᱞᱟ ᱢᱳᱫᱟᱞᱟᱤᱱᱫᱤ, ᱛᱤᱨᱩᱯᱚᱛᱤ ᱮᱠᱥᱯᱨᱮᱥ, ᱵᱮᱞᱤ ᱢᱤᱱᱪᱟᱜᱤ ᱱᱤ ᱵᱟᱨᱟᱞᱩ, ᱥᱟᱫᱤ ᱢᱮ ᱡᱟᱨᱩᱨ ᱟᱱᱟ ᱟᱨ ᱠᱟᱨᱳᱣᱟᱱ, ᱦᱟᱣᱩᱥ ᱯᱷᱩᱞ ᱔ ᱟᱨ ᱛᱨᱤᱥ ᱾"
132085842,"Hiding is the hardest part of buying a gift early, but it's perfectly possible.",ᱢᱟᱲᱟᱝ ᱠᱷᱚᱱᱟᱜ ᱡᱟᱦᱟᱸᱱ ᱥᱟᱸᱫᱮᱥ ᱠᱤᱨᱤᱧ ᱠᱟᱛᱮ ᱳᱠᱳ ᱫᱚᱦᱚᱫᱚ ᱟᱹᱰᱤ ᱜᱮ ᱠᱮᱴᱮᱡ ᱠᱟᱹᱢᱤ ᱠᱟᱱ ᱨᱮᱦᱚᱸ ᱚᱱᱟ ᱫᱚ ᱯᱩᱨᱟᱹᱜᱮ ᱜᱟᱱᱚᱜᱼᱟ ᱾
132095842,"His contemporaries include veteran actors like Amrish Puri, Amjad Khan, Pran and Prem Chopra.","ᱩᱱᱤᱭᱟᱜ ᱚᱨᱟᱚᱨᱤ ᱨᱮᱱ ᱯᱟᱴᱷᱚᱠ ᱠᱚ ᱢᱩᱫᱨᱮ ᱚᱢᱨᱤᱥ ᱯᱩᱨᱤ, ᱚᱢᱡᱚᱫ ᱠᱷᱟᱱ, ᱯᱨᱟᱱ ᱟᱨ ᱯᱨᱮᱢ ᱪᱳᱯᱲᱟ ᱞᱮᱠᱟᱱ ᱫᱚᱲᱦᱚ ᱯᱟᱴᱷᱚᱠ ᱠᱚ ᱠᱚ ᱛᱟᱸᱦᱮ ᱞᱮᱱᱟ ᱾"
132105842,"His father, Bashir Ali Khan, was in the Nizam's army, and his mother, Sultan Jehan Begum, was a devoted wife and mother.",ᱩᱱᱤ ᱟᱡ ᱵᱟᱵᱟ ᱵᱚᱥᱤᱨ ᱚᱞᱤ ᱠᱷᱟᱱ ᱱᱤᱡᱟᱢ ᱫᱚ ᱯᱷᱟᱹᱫᱽ ᱨᱮᱭ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱟᱨ ᱩᱤᱱ ᱟᱡ ᱟᱭᱳ ᱥᱩᱞᱛᱟᱱ ᱡᱟᱦᱟᱱ ᱵᱮᱜᱚᱢ ᱢᱤᱫ ᱱᱟᱯᱟᱭ ᱵᱟᱹᱦᱩ ᱟᱨ ᱟᱭᱳᱭ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱾
132115842,"His popularity in the Indian film, television and theatre field has fetched him a plethora of awards and honours.","ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱪᱚᱞᱚᱛᱪᱤᱛᱟᱹᱨ, ᱥᱟᱺᱜᱤᱧ ᱧᱮᱱᱮᱞᱚᱢ ᱟᱨ ᱩᱥᱩᱞᱯᱤᱸᱰᱟᱹ ᱡᱚᱜᱚᱛ ᱨᱮ ᱟᱡ ᱪᱮᱛᱟᱱ ᱫᱤᱥᱣᱟᱹ ᱠᱚᱣᱟᱜ ᱜᱚᱨᱚᱡᱽ ᱫᱩᱞᱟᱹᱲ ᱩᱱᱤ ᱟᱭᱢᱟ ᱥᱤᱨᱯᱟᱹ ᱟᱨ ᱢᱟᱹᱱᱮ ᱟᱹᱜᱩ ᱟᱠᱟᱫᱮᱭᱟ ᱾"
132125842,"His popularity in the Indian film, television and theatre field has fetched him a plethora of awards and honours.","ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱪᱚᱞᱚᱛᱪᱤᱛᱟᱹᱨ, ᱥᱟᱺᱜᱤᱧ ᱧᱮᱱᱮᱞᱚᱢ ᱟᱨ ᱩᱥᱩᱞᱯᱤᱸᱰᱟᱹ ᱡᱚᱜᱚᱛ ᱨᱮ ᱟᱡ ᱪᱮᱛᱟᱱ ᱫᱤᱥᱣᱟᱹ ᱠᱚᱣᱟᱜ ᱜᱚᱨᱚᱡᱽ ᱫᱩᱞᱟᱹᱲ ᱩᱱᱤ ᱟᱭᱢᱟ ᱥᱤᱨᱯᱟᱹ ᱟᱨ ᱢᱟᱹᱱᱮ ᱟᱹᱜᱩ ᱟᱠᱟᱫᱮᱭᱟ ᱾"
132135842,"However, doing so will only make it harder for customers to justify paying your regular prices when the recession is over.","ᱛᱚᱵᱮ, ᱱᱚᱶᱟ ᱠᱚᱨᱟᱣ ᱞᱮᱠᱷᱟᱱ ᱟᱛᱟᱝᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱵᱟᱹᱲᱤᱡ ᱫᱚᱥᱟ ᱢᱩᱪᱟᱹᱫ ᱞᱮᱱᱠᱷᱟᱱ ᱜᱮ ᱟᱢᱟᱜ ᱫᱤᱱᱟᱹᱢ ᱴᱟᱠᱟ ᱥᱳᱫᱷ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱨᱤᱭᱟᱜ ᱥᱟᱹᱵᱩᱫᱽ ᱟᱹᱰᱤ ᱜᱮ ᱟᱱᱟᱴ ᱨᱮᱭ ᱯᱟᱲᱟᱣ ᱢᱮᱭᱟ ᱾"
132145842,"However, foreign investment can be risky and expensive.","ᱡᱟᱠ ᱜᱮ, ᱵᱤᱫᱮᱥᱤᱵᱤᱱᱤᱭᱳᱜᱽ ᱡᱷᱩᱠᱤᱭᱟᱱᱟᱜ ᱟᱨ ᱠᱷᱚᱨᱚᱪ ᱟᱱᱟᱜ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ᱾"
132155842,"However, over 660 square kilometres of land, has been lost due to erosion of Padma since 1966.",ᱮᱱᱛᱮ ᱑᱙᱖᱖ ᱥᱟᱹᱦᱤᱛ ᱠᱷᱚᱱ ᱯᱚᱫᱫᱟ ᱳᱛᱳᱲᱨᱮ ᱖᱖᱐ ᱵᱚᱨᱜᱚ ᱠᱤᱞᱚᱢᱤᱴᱟᱨ ᱠᱷᱚᱱᱦᱚᱸ ᱰᱷᱮᱨ ᱚᱛᱼᱦᱟᱥᱟᱠᱚ ᱟᱫ ᱟᱠᱟᱱᱟ ᱾
